Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Sevim, 18 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bilecik şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",2,"Aysel, 19 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Isparta şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Sevim, 27 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Zeynep, 28 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Zehra, 29 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Balıkesir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Zeliha, 26 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bitlis şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Melek, 28 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Şerife, 22 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Giresun şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Elif, 20 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Zeynep, 27 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Gümüşhane şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Ayşe, 18 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Hülya, 29 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Aydın şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Cemile, 28 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Muş şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Diğer,Orta sınıfın alt kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Dilek, 25 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Afyon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, diğer birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,2,"Cemile, 20 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR61: Antalya, Isparta, Burdur",1,"Hacer, 27 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Burdur şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TRA1: Erzurum, Erzincan, Bayburt",1,"Leyla, 21 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Bayburt şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Zeynep, 20 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Eskişehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Aysel, 25 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Düzce şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Hülya, 29 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Aksaray şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,1,"Rabia, 26 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Büşra, 20 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Gülsüm, 19 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Denizli şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,2,"Selma, 29 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Aysel, 22 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Sevim, 25 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Gümüşhane şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Yasemin, 22 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Rize şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Meryem, 20 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Büşra, 28 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Fadime, 18 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Zehra, 22 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, Kahramanmaraş şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Hülya, 22 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, Samsun şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ortaokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Meryem, 29 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, Hakkari şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Merve, 23 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Kilis şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Aysel, 19 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Nevşehir şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Fadime, 23 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Balıkesir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,2,"Havva, 28 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Gülsüm, 23 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Melek, 26 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Muğla şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ucretli ve tam zamanlı çalışan,Ust sınıf,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Cemile, 20 yaşında evli bir kadın, çocuk sahibi, universite mezunu, Nevşehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Universite mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Sultan, 21 yaşında evli bir kadın, çocuk sahibi, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Hiç okula gitmemiş,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR81: Zonguldak, Karabük, Bartın",1,"Zeliha, 26 yaşında evli bir kadın, çocuğu yok, hiç okula gitmemiş, Zonguldak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR21: Tekirdağ, Edirne, Kırklareli",1,"Aysel, 29 yaşında evli bir kadın, çocuğu yok, ilkokul mezunu, Kırklareli şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Şerife, 18 yaşında evli bir kadın, çocuğu yok, ilkokul mezunu, Çorum şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR52: Konya, Karaman",2,"Fadime, 22 yaşında evli bir kadın, çocuğu yok, ilkokul mezunu, Karaman şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Hatice, 19 yaşında evli bir kadın, çocuğu yok, ilkokul mezunu, Gaziantep şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",2,"Emine, 25 yaşında evli bir kadın, çocuğu yok, ilkokul mezunu, Adıyaman şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Ilkokul terk,Ev kadını,Alt sınıf,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Hacer, 24 yaşında evli bir kadın, çocuğu yok, ilkokul terk, Eskişehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Merve, 27 yaşında evli bir kadın, çocuğu yok, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuğu yok,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Elif, 27 yaşında evli bir kadın, çocuğu yok, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
